Title,Date,Genre,orig_lang,Revenue($),Budget($),country,score
Every Breath You Take,22-Apr-21,thriller, English,618157116,82000000,AU,60
Cat People,9-Jul-82,horror, English,21000000,12500000,AU,60
Cat People,9-Jul-82,horror, English,8000000,134000,AU,60
Flight of the Phoenix,21-Jul-05,"Action, Adventure, Drama, Thriller", English,34009180,75000000,AU,60
The Borrowers,9-Apr-98,"Adventure, Fantasy, Action, Comedy, Family", English,54045832,29000000,AU,60
The Boondock Saints II: All Saints Day,4-Feb-10,"Action, Thriller, Crime", English,10629321,8000000,AU,60
Mission to Mars,6-Apr-00,"Science Fiction, Adventure, Thriller", English,106000000,90000000,AU,60
Critters 2,22-Mar-89,"Comedy, Horror, Science Fiction", English,3813293,4500000,AU,60
The Haunted World of El Superbeasto,10-Apr-10,"Animation, Horror, Action, Comedy", English,128116662,10000000,AU,60
Breaking In,14-Nov-18,"Thriller, Crime, Action", English,51485382,6000000,AU,60
Starship Troopers: Traitor of Mars,1-Sep-17,"Action, Animation, Science Fiction", English,558251842,112000000,AU,60
02:22,30-Jun-17,"Science Fiction, Mystery, Thriller, Romance", English,3945729,14740000,AU,60
Killing Them Softly,30-Jul-12,"Crime, Thriller", English,39238443,15000000,AU,60
Hotel Artemis,7-Nov-18,"Thriller, Science Fiction, Action", English,13316627,15000000,AU,60
Black Death,10-Jun-10,"Drama, History, Horror", English,382879,17998800,AU,60
Berlin Syndrome,20-Apr-17,"Mystery, Thriller, Drama, Horror", English,788191,5500000,AU,60
Love the Coopers,14-Dec-15,"Drama, Comedy, Family", English,44263413,18000000,AU,60
Erased,1-Nov-12,"Action, Thriller", English,31724227,12000000,AU,60
The Net,21-Sep-95,"Crime, Drama, Mystery, Thriller, Action", English,110521733,22000000,AU,60
6 Days,9-Jul-17,"Action, Drama, History, Thriller", English,22840187,1500000,AU,60
Made in Italy,13-Aug-20,"Comedy, Drama", English,229180648,68400000,AU,60
Marked for Death,28-Feb-91,"Action, Crime", English,46044400,12000000,AU,60
What to Expect When You're Expecting,30-May-12,"Romance, Comedy, Drama", English,88473016,37500000,AU,60
The Relic,8-May-97,"Horror, Mystery, Thriller", English,33956608,60000000,AU,60
Restraint,19-Aug-08,"Drama, Thriller", English,264583011,134200000,AU,60
Timecop,24-Nov-94,"Thriller, Science Fiction, Action, Crime", English,102053581,28000000,AU,60
Madame,17-Aug-17,"Drama, Comedy", English,380494410,156000000,AU,60
Paradise Hills,5-Feb-20,"Fantasy, Science Fiction, Thriller", English,33100520,6000000,AU,60
Table 19,10-Apr-17,"Comedy, Drama", English,4620399,5000000,AU,60
The Baytown Outlaws,16-Oct-12,"Action, Comedy, Crime", English,37470,4000000,AU,60
A Star Is Born,1-Oct-77,"Drama, Music, Romance", English,80000000,6000000,AU,60
The Men Who Stare at Goats,30-Aug-10,"Comedy, War", English,67348218,24000000,AU,60
Two for the Money,11-May-06,"Comedy, Crime, Drama, Thriller", English,30526509,35000000,AU,60
Another 48 Hrs.,9-Aug-90,"Thriller, Action, Comedy, Crime, Drama", English,153518974,38000000,AU,60
Hereafter,10-Feb-11,"Drama, Fantasy", English,108660270,50000000,AU,60
Domino,1-Dec-05,"Action, Crime", English,23574057,50000000,AU,60
M3GAN,12-Jan-23,"Science Fiction, Horror, Comedy", English,167643991,12000000,AU,74
John Wick: Chapter 3 - Parabellum,16-May-19,"Action, Thriller, Crime", English,326709727,55000000,AU,74
The Enforcer,1-Dec-22,"Action, Crime, Drama, Thriller", English,102023958,1261569,AU,74
Devotion,20-Jan-23,"War, History, Drama", English,20000000,90000000,AU,74
Evil Dead Rise,20-Apr-23,"Horror, Thriller", English,469254456,132500000,AU,74
Doctor Strange in the Multiverse of Madness,5-May-22,"Fantasy, Action, Adventure", English,952224986,200000000,AU,74
DC League of Super-Pets,3-Sep-22,"Animation, Action, Family, Comedy, Science Fiction", English,203000000,90000000,AU,74
Blue's Big City Adventure,18-Nov-22,"Family, Adventure, Music, Animation", English,352601142,132000000,AU,74
Dog,17-Mar-22,"Drama, Comedy", English,84677678,15000000,AU,74
Sonic the Hedgehog,13-Feb-20,"Action, Science Fiction, Comedy, Family", English,319715683,85000000,AU,74
Scream,13-Feb-97,"Crime, Horror, Mystery", English,138874789,24000000,AU,74
Scream,13-Feb-97,"Crime, Horror, Mystery", English,173046640,15000000,AU,74
Spider-Man: Homecoming,6-Jul-17,"Action, Adventure, Science Fiction, Drama", English,878271291,175000000,AU,74
Black Widow,8-Jul-21,"Action, Adventure, Science Fiction", English,379751131,200000000,AU,74
Captain America: Civil War,28-Apr-16,"Adventure, Action, Science Fiction", English,1151899586,250000000,AU,74
Doctor Strange,27-Oct-16,"Action, Adventure, Fantasy", English,676343174,165000000,AU,74
The Hunger Games: Catching Fire,21-Nov-13,"Adventure, Action, Science Fiction", English,864868047,130000000,AU,74
Miracles from Heaven,17-Jun-16,"Family, Drama", English,73773317,13000000,AU,74
Trolls World Tour,10-Sep-20,"Family, Animation, Comedy, Fantasy, Adventure, Music", English,47000000,17622000,AU,74
No Time to Die,11-Nov-21,"Adventure, Action, Thriller", English,759959662,250000000,AU,74
American Sniper,22-Jan-15,"War, Action", English,547326372,58000000,AU,74
Black Panther,15-Feb-18,"Action, Adventure, Science Fiction", English,1336494320,200000000,AU,74
Tarzan,9-Sep-99,"Family, Adventure, Animation, Drama", English,448191819,145000000,AU,74
A Quiet Place,21-May-18,"Horror, Drama, Science Fiction", English,334876670,17000000,AU,74
The Devil Wears Prada,28-Sep-06,"Comedy, Drama, Romance", English,326073155,35000000,AU,74
Barbie: Princess Charm School,7-Sep-11,"Family, Animation, Fantasy", English,727365098,119740000,AU,74
The Godfather Part III,28-Feb-91,"Crime, Drama, Thriller", English,136766062,54000000,AU,74
American Psycho,13-Apr-00,"Thriller, Drama, Crime", English,34270285,8000000,AU,74
Saw,2-Dec-04,"Horror, Mystery, Crime", English,103880027,1200000,AU,74
Rise of the Guardians,13-Dec-12,"Family, Animation, Fantasy, Action, Adventure", English,306941670,145000000,AU,74
Mission: Impossible - Fallout,2-Aug-18,"Action, Adventure", English,791657398,178000000,AU,74
Vivo,6-Aug-21,"Animation, Family, Comedy", English,1139731798,125000000,AU,74
Fantasia,15-Aug-41,"Animation, Family", English,83320832,2280000,AU,74
Once Upon a Time… in Hollywood,15-Aug-19,"Comedy, Drama, Thriller", English,374251247,95000000,AU,74
Descendants 2,28-Jul-17,"Family, Music, Fantasy, TV Movie, Adventure, Action, Romance", English,605380479,131400000,AU,74
Ocean's Eleven,10-Jan-02,"Thriller, Crime", English,450728529,85000000,AU,74
Life of Pi,1-Jan-13,"Adventure, Drama", English,619310368,120000000,AU,74
Pearl,16-Mar-23,horror, English,9423445,1000000,AU,74
Spoiler Alert,9-Feb-23,"Comedy, Drama, Romance", English,480423590,90000000,AU,74
Star Trek,7-May-09,"Science Fiction, Action, Adventure", English,386839614,140000000,AU,74
The Devil's Advocate,1-Jan-98,"Drama, Mystery, Thriller, Horror", English,152944660,57000000,AU,74
Greyhound,10-Jul-20,"War, Action, Drama", English,0,50300000,AU,74
Black Hawk Down,21-Feb-02,"Action, History, War", English,159691085,95000000,AU,74
Barbie and the Diamond Castle,16-Sep-08,"Animation, Family", English,609222681,92800000,AU,74
The Lego Movie,3-Apr-14,"Animation, Family, Adventure, Comedy, Fantasy", English,468084718,60000000,AU,74
Star Wars: Episode III - Revenge of the Sith,19-May-05,"Adventure, Action, Science Fiction", English,850000000,113000000,AU,74
The Loud House Movie,20-Aug-21,"Animation, Family, Comedy, Adventure, Fantasy", English,901084255,114860000,AU,74
Predestination,28-Aug-14,"Science Fiction, Thriller", English,4942449,5500000,AU,74
Last Night in Soho,18-Nov-21,"Horror, Mystery, Thriller", English,22876948,43000000,AU,74
Man on Fire,5-Aug-04,"Action, Drama, Thriller", English,130968579,60000000,AU,74
Interview with the Vampire,26-Dec-94,"Horror, Drama, Fantasy", English,223564608,50000000,AU,74
Halo Legends,20-Feb-10,"Animation, War, Action, Science Fiction", English,11000000,2062000,AU,74
The Great Gatsby,30-May-13,"Drama, Romance", English,353640419,190000000,AU,74
The Great Gatsby,30-May-13,"Drama, Romance", English,26533200,7000000,AU,74
Beetlejuice,8-Sep-88,"Fantasy, Comedy", English,74456687,15000000,AU,74
Pretty Woman,3-May-90,"Comedy, Romance", English,432566361,14000000,AU,74
One Day,24-Aug-11,"Drama, Romance", English,59168692,15000000,AU,74
An American Werewolf in London,1-Sep-81,"Horror, Comedy", English,31973249,10000000,AU,74
The Bourne Ultimatum,17-Aug-07,"Action, Drama, Mystery, Thriller", English,444043396,130000000,AU,74
Enemy at the Gates,26-Jul-01,"Drama, War, History", English,96971293,85000000,AU,74
EverAfter,9-Oct-98,"Drama, Romance, Comedy", English,65705772,26000000,AU,74
Justice League vs. Teen Titans,29-Mar-16,"Science Fiction, Action, Animation, Adventure, Comedy", English,799137605,143200000,AU,74
Dirty Dancing,7-Jan-88,"Drama, Music, Romance", English,214577242,6000000,AU,74
Mad Max 2,24-Dec-81,"Adventure, Action, Thriller, Science Fiction", English,24600832,2000000,AU,74
Only the Brave,22-Sep-17,"Drama, Action, History", English,24555177,38000000,AU,74
Goldfinger,2-Jan-65,"Adventure, Action, Thriller", English,124900000,3000000,AU,74
Wind River,10-Aug-17,"Crime, Drama, Mystery, Thriller", English,44984979,11000000,AU,74
LEGO DC: Shazam! Magic and Monsters,31-Jul-20,"Family, Adventure, Animation, Comedy", English,382417747,117000000,AU,74
The Reader,19-Feb-09,"Drama, Romance", English,112964875,32500000,AU,74
Contact,16-Oct-97,"Drama, Science Fiction, Mystery", English,165900000,90000000,AU,74
Serenity,29-Sep-05,"Science Fiction, Action, Adventure, Thriller", English,40319440,39000000,AU,74
Teen Titans: The Judas Contract,4-Apr-17,"Science Fiction, Animation, Action", English,803867204,77000000,AU,74
Scooby-Doo! in Where's My Mummy?,15-May-06,"Mystery, Animation, Family, Adventure, Comedy, Fantasy", English,555652580,117400000,AU,74
A Boy Called Christmas,25-Nov-21,"Family, Adventure, Fantasy", English,582324380,129600000,AU,74
Inside Man,30-Mar-06,"Crime, Drama, Thriller", English,185798265,50000000,AU,74
Enter the Dragon,1-Nov-73,action, English,21485066,10000000,AU,74
The Basketball Diaries,14-Sep-95,"Drama, Crime", English,2381087,2000000,AU,74
Unbroken,14-Jan-15,"Drama, War", English,163527824,65000000,AU,74
Run,2-Apr-21,"Thriller, Horror, Drama", English,3400000,1700000,AU,74
Eastern Promises,24-Oct-07,"Thriller, Crime, Mystery", English,56077088,50000000,AU,74
Match Point,2-Mar-06,"Drama, Thriller, Crime, Romance", English,87950928,15000000,AU,74
The Girl with the Dragon Tattoo,12-Jan-12,"Thriller, Crime, Mystery", English,239373970,90000000,AU,74
Scooby-Doo! WrestleMania Mystery,25-Jun-14,"Animation, Comedy, Family, Mystery", English,316508150,114600000,AU,74
Okja,29-Jun-17,"Adventure, Drama, Science Fiction, Fantasy", English,273230203,50000000,AU,74
Apollo 13,31-Aug-95,"History, Drama, Adventure", English,335802271,65000000,AU,74
My Little Pony: Equestria Girls: Friendship Games,31-Oct-15,"Animation, Music, Family", English,222840,2974504.6,AU,74
Scooby-Doo! and the Monster of Mexico,21-Jan-04,"Animation, Comedy, Family, Mystery", English,316508150,114600000,AU,74
Lost in Translation,26-Dec-03,"Drama, Romance, Comedy", English,117085297,4000000,AU,74
When Harry Met Sally...,18-Oct-89,"Comedy, Romance, Drama", English,92823546,16000000,AU,74
High Plains Drifter,1-Jun-73,"Western, Drama, Mystery", English,15700000,5500000,AU,74
Harriet,27-Feb-20,"Drama, History", English,44035587,17000000,AU,74
As Good as It Gets,5-Feb-98,"Drama, Comedy, Romance", English,314178011,50000000,AU,74
Jackie Brown,1-Sep-20,"Crime, Thriller, Drama", English,74727492,12000000,AU,74
Scooby-Doo! and the Loch Ness Monster,21-Jul-04,"Family, Adventure, Animation, Comedy, Fantasy, Mystery", English,382417747,117000000,AU,74
Duel,6-Apr-73,"Action, Thriller, TV Movie", English,32929890,450000,AU,74
Tucker and Dale vs. Evil,28-Jul-11,"Comedy, Horror", English,5224938,5000000,AU,74
Road to Perdition,10-Oct-02,"Crime, Drama, Thriller", English,183354514,80000000,AU,74
Judas and the Black Messiah,11-Mar-21,"Drama, History", English,7053949,26000000,AU,74
The Mauritanian,24-Mar-21,"Drama, Thriller", English,778605895,124000000,AU,74
Scooby-Doo! & Batman: The Brave and the Bold,10-Jan-18,"Animation, Comedy, Action, Family", English,365247355,101400000,AU,74
Happiest Season,26-Nov-20,"Romance, Comedy", English,1401954,3390460,AU,74
Waves,9-Jul-20,"Romance, Drama", English,2576990,6000000,AU,74
Richard Jewell,13-Feb-20,"Drama, History, Crime", English,43092210,45000000,AU,74
Being John Malkovich,3-Dec-99,"Comedy, Drama, Fantasy", English,32382381,13000000,AU,74
El Dorado,30-Jun-67,"Western, Adventure, Action, Romance", English,6000000,4653000,AU,74
Miracle on 34th Street,21-Nov-47,"Comedy, Drama, Family", English,2700000,630000,AU,74
"The Cook, the Thief, His Wife & Her Lover",29-Mar-90,"Crime, Drama", English,7724701,2300000,AU,74
Rudolph the Red-Nosed Reindeer,23-Nov-68,"Animation, Family, TV Movie", English,334738383,157000000,AU,74
The Time Machine,17-Aug-60,"Thriller, Adventure, Fantasy, Science Fiction, Romance", English,98983590,80000000,AU,74
Eraserhead,1-Jan-80,"Fantasy, Horror", English,7097971,100000,AU,74
Adaptation.,26-Dec-02,"Comedy, Crime, Drama", English,32801173,19000000,AU,74
Futurama: Bender's Big Score,5-Mar-08,"Animation, Comedy, Science Fiction, TV Movie", English,409222380,86600000,AU,74
Glengarry Glen Ross,11-Feb-93,"Crime, Drama, Mystery", English,10725650,12500000,AU,74
The Piano,15-Jun-93,"Drama, Romance", English,40207064,7000000,AU,74
12 Mighty Orphans,8-Sep-21,"History, Drama, Action", English,3615193,6517792,AU,74
Zulu,20-Aug-64,"Action, Drama, History, War", English,1844228,16000000,AU,74
Cape Fear,20-Jul-62,"Drama, Thriller", English,182291969,35000000,AU,74
Once,30-Aug-07,"Drama, Music, Romance", English,23151269,150000,AU,74
The Secret Garden,30-Jun-94,"Drama, Family, Fantasy", English,550973851,61460000,AU,74
The Muppet Christmas Carol,11-Dec-92,"Music, Comedy, Family, Fantasy, Drama", English,31724550,12000000,AU,74
The Right Stuff,1-Feb-84,"Drama, History, Adventure", English,21500213,27000000,AU,74
Persuasion,8-Jun-08,"Romance, Drama, TV Movie", English,658691465,145000000,AU,74
Scrooge,14-Dec-51,"Fantasy, Drama", English,545002797,71200000,AU,74
Kelly's Heroes,10-Sep-70,"Adventure, Comedy, War", English,5200000,4000000,AU,74
Saving Mr. Banks,26-Dec-13,"Comedy, Drama, History", English,114962525,35000000,AU,74
The Peanut Butter Falcon,1-Oct-19,"Adventure, Comedy, Drama", English,23191551,6200000,AU,74
First They Killed My Father,15-Sep-17,"War, Drama, History", English,75320499,24000000,AU,74
Schumacher,15-Sep-21,documentary, English,708023892,79500000,AU,74
The Mission,20-Jan-87,"Adventure, Drama, Action, History", English,17218023,24500000,AU,74
Black Adam,20-Oct-22,"Action, Adventure, Science Fiction, Fantasy", English,391261706,200000000,AU,71
"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",26-Dec-05,"Adventure, Family, Fantasy", English,745013115,180000000,AU,71
Hotel Transylvania: Transformania,14-Jan-22,"Animation, Comedy, Family, Fantasy, Adventure", English,557205138,116000000,AU,71
The Northman,21-Apr-22,"Action, Adventure, Fantasy", English,69633110,70000000,AU,71
Lightyear,16-Jun-22,"Animation, Action, Adventure, Family, Science Fiction", English,218768299,200000000,AU,71
Mortal Kombat,22-Apr-21,"Action, Fantasy, Adventure", English,83508259,55000000,AU,71
The Good Neighbor,1-Sep-22,thriller, English,94909,105,AU,71
Ant-Man,16-Jul-15,"Science Fiction, Action, Adventure", English,518858449,130000000,AU,71
After We Fell,22-Oct-21,"Romance, Drama", English,21500000,14000000,AU,71
The Adam Project,11-Mar-22,"Adventure, Science Fiction", English,203098456,116000000,AU,71
The Lion King,17-Jul-19,"Adventure, Drama, Family", English,1647733638,260000000,AU,71
The Lion King,17-Jul-19,"Adventure, Drama, Family", English,986193783,79300000,AU,71
The Addams Family 2,6-Jan-22,"Animation, Adventure, Comedy, Family, Fantasy, Horror", English,119815153,9330400,AU,71
An Interview with God,25-Oct-18,"Drama, Mystery", English,496783754,105000000,AU,71
Snow White and the Seven Dwarfs,2-Jun-38,"Fantasy, Animation, Family", English,184925486,1488000,AU,71
The Forever Purge,23-Jul-21,"Horror, Action, Thriller", English,76950525,18000000,AU,71
Maleficent,29-May-14,"Fantasy, Adventure, Action, Family, Romance", English,758536735,180000000,AU,71
Mia and Me: The Hero of Centopia,27-Oct-22,"Animation, Fantasy, Adventure", English,588649045,106200000,AU,71
Sing,23-Nov-16,"Animation, Comedy, Family, Music", English,631064182,75000000,AU,71
Sing,23-Nov-16,"Animation, Comedy, Family, Music", English,0,84000,AU,71
Aladdin,24-May-19,"Adventure, Fantasy, Romance, Family", English,1046587513,182000000,AU,71
Aladdin,24-May-19,"Adventure, Fantasy, Romance, Family", English,504050219,28000000,AU,71
